Index,CppName,Name,Wiki,AntiSeoUpperBound,Tags,Description,Authors,Responsibles,Desc,TG_DOC,TG_LINK_GRAPH,TG_STATIC,TG_L2,TG_UNUSED,Group,TG_DOC_TEXT,TG_DYNAMIC,TG_REARR_USE,TG_UNDOCUMENTED,TG_NN_OVER_FEATURES_USE,TG_LINK_TEXT,TG_DEPRECATED,TG_BINARY,TG_OFTEN_ZERO,# TODO(FACTORDEL-65),TG_HOST,TG_BROWSER,TG_USER,TG_USERFEAT_VISITS_ACTIVITY_DOWNLOADS,TG_USERFEAT,TG_QUERY_ONLY,TG_L3_OVERWRITE,# TODO(FACTORDEL-97),TG_LOCALIZED_COUNTRY,TG_THEME_CLASSIF,TG_TRANS,TG_SAMOHOD_UNIMPLEMENTED,TG_CALLISTO_UNIMPLEMENTED,Ticket,ImplementationTime,TG_OWNER,TG_COMMERCIAL,UseArtifact,TG_NEURAL,MinValue,MaxValue,TG_FRESHNESS_USE,TG_QUERY_DETECTOR_PREDICT,TG_NOT_01,TG_ALICE_MUSIC,TG_ANNOTATION_NOFILTER,TG_TEXT_MACHINE,TG_ALLOW_USE_FOR_ALICE,DependsOn,TG_USER_SEARCH,TG_USER_SEARCH_ONLY,TG_DATE,Countries,TG_USER_EXT_DATA,TG_USERFEAT_90D,TG_USERFEAT_CLICKS_SHOWS,TG_FORMULA_2245_DEP_3,CanonicalValue,TG_USER_SEARCH_EXTERNAL,TG_DOWNER,TG_STATIC_REGINFO,# TODO(FACTORDEL-56),TG_URL_TEXT,TG_LOCALIZED_GEOINQUERY,Comment,TG_WIKIPEDIA,TG_LOCALIZED_CITY,TG_DOPP,TG_USERFEAT_USF,TG_LOCALIZED_REGION,TG_CATALOG,TG_UNIMPLEMENTED],,TG_COUNTER,TG_FORMULA_2245_DEP_2,TG_NAV,TG_USERFEAT_238D,TG_FORMULA_2245_DEP_5,TG_REMOVED,TG_USERFEAT_BROWSER_PAGE_RANK,TG_L3_MODEL_VALUE,TG_DOC_CONTENT,TG_RTMODELS_SERVICE,TG_USE_MARKUP,TG_ALL_RELEVANCE_MARKUP,TG_SIN_SIG_MARKUP,TG_BERT_DISTILL,TG_UNIMPLEMENTED,TG_DATA_FROM_BIGRT,TG_SPYLOG_RAPID_CLICKS_BIGRT,TG_USED_IN_CONF_REARR,TG_NO_L3,TG_DATA_FROM_SAASKV,TG_USERFEAT_1600D,TG_USERFEAT_SEARCH_DWELL_TIME,TG_USERFEAT_CLICK_MACHINE,TG_META_OVERWRITE,TG_METRIKA,TG_USERFEAT_30D,TG_DATA_FROM_SAASKV],TG_SEARCH_RAPID_CLICKS_BIGRT,TG_USERFEAT_1832D,TG_ANNOTATION_FILTER,TG_USERFEAT_NHOP,TG_MASCOT,TG_BEAST,TG_USERFEAT_365D,TG_USERFEAT_1D,TG_USERFEAT_SURFING_TREE,TG_SYNNORM,TG_USERFEAT_URL_QUERY_TRIGRAMS,TG_USERFEAT_MULTI_PERIOD,TG_USERFEAT_VISITS_FROM,TG_USERFEAT_USER_HUB,TG_USERFEAT_POPULAR_SE_FRC,TG_USERFEAT_SAME_QUERY_RETURN,TG_USERFEAT_SBM,TG_META,TG_L3,TG_PRS,# ImplementationTime,TG_ALLOW_USE_FOR_SPAM_FORMULAS,TG_USERFEAT_GEOCLICKS,TG_USERFEAT_REVISITS,TG_USERFEAT_REG_SITE_BROWSER,TG_COLLABORATED,TG_USERFEAT_SAMPLE_PERIOD,TG_USERFEAT_USF_SAMPLE_PERIOD,TG_LINGBOOST,TG_USERFEAT_FIELDSET2,TG_USERFEAT_730D,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK_SAMPLE,TG_USERFEAT_BROWSER_QUERY_PAGE_RANK,TG_UNSUPPORTED,TG_USERFEAT_NHOP_SUM_DWELLTIME,TG_FORMULA_2245_DEP_4,TG_REUSABLE,TG_USERFEAT_META_STREAM,TG_USERFEAT_MAX_PERIOD,TG_USERFEAT_USER_BROWSE_LONG_PERIOD_STATIC,TG_KNN,TG_FORMULA_2245_DEP,TG_ALICE_ARAMUSIC,TG_RANDOM_LOG,TG_REMAPPED,TG_TOLOKA,TG_FROZEN,# DependsOn
1581,XF_DT_SHOW_KNN_ALL_SUM_WF_SUM_W_FIELD_SET1_BM15_F_LOG_K0_001,XfDtShowKnnAllSumWFSumWFieldSet1Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 1. Суммарное взвешенное значение фактора нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 1. Total weighted value of the factor normalized to the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1582,XF_DT_SHOW_KNN_BAG_OF_WORDS_LONG_CLICK_SP_ANNOTATION_MATCH_AVG_VALUE,XfDtShowKnnBagOfWordsLongClickSPAnnotationMatchAvgValue,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_SAMOHOD_UNIMPLEMENTED, TG_CALLISTO_UNIMPLEMENTED, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_SAMPLE_PERIOD, TG_USERFEAT_SEARCH_DWELL_TIME, TG_USERFEAT_CLICK_MACHINE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: мешочный AnnotationMatchAvgValue по стриму LongClickSP.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: Bag AnnotationMatchAvgValue by Stream LongClickSP.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,True,True,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,,,,True,True,,,,,,
1583,XF_DT_SHOW_KNN_TOP_SUM_W2_F_SUM_W_FIELD_SET1_BM15_F_LOG_K0_001,XfDtShowKnnTopSumW2FSumWFieldSet1Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 1. Суммарное взвешенное значений фактора умноженных на вес (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) по топу расширений нормированное на суммарный вес по топу расширений.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 1. Total weighted values of the factor multiplied by the weight (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) on the expansion group normalized by the total weight on the expansion group.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1584,XF_DT_SHOW_KNN_TOP_MIN_WF_MAX_W_FIELD_SET1_BM15_F_LOG_K0_001,XfDtShowKnnTopMinWFMaxWFieldSet1Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 1. Минимальное взвешенное значение фактора по топу расширений нормированное на максимальный вес по топу расширений.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 1. Minimum weighted value of the factor on the extension top normalized to the maximum weight on the extension top.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1585,XF_DT_SHOW_KNN_ALL_MAX_WF_SUM_W_BODY_PAIR_MIN_PROXIMITY,XfDtShowKnnAllMaxWFSumWBodyPairMinProximity,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: PairMinProximity по стриму Body. Максимальное взвешенное значение фактора нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: PairMinProximity by Stream Body. Maximum weighted value of the factor normalized to the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1586,XF_DT_SHOW_KNN_ALL_SUM_W2_F_SUM_W_FIELD_SET1_BM15_F_LOG_K0_001,XfDtShowKnnAllSumW2FSumWFieldSet1Bm15FLogK0001,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_MULTI_PERIOD, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: Bm15FLog по группе стримов 1. Суммарное взвешенное значений фактора умноженных на вес (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) нормированное на суммарный вес.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Type of extensions: XfDtShowKnn. Factor: Bm15FLog by stream group 1. Total weighted values of the factor multiplied by the weight (\\frac{\\Sum W_i * (W_i * F_i)}{\\Sum W_i}) normalized by the total weight.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1587,XF_DT_SHOW_KNN_BAG_OF_WORDS_SIMPLE_CLICK_ANNOTATION_MATCH_AVG_VALUE,XfDtShowKnnBagOfWordsSimpleClickAnnotationMatchAvgValue,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_CALLISTO_UNIMPLEMENTED, TG_NN_OVER_FEATURES_USE, TG_USERFEAT, TG_USERFEAT_90D, TG_USERFEAT_SEARCH_DWELL_TIME, TG_USERFEAT_CLICK_MACHINE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: мешочный AnnotationMatchAvgValue по стриму SimpleClick.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: Bag AnnotationMatchAvgValue by Stream SimpleClick.,True,,,,,,True,True,,,True,,True,,,,,,True,,True,,,,,,,,True,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1588,XF_DT_SHOW_KNN_BAG_OF_WORDS_TITLE_COSINE_MAX_MATCH,XfDtShowKnnBagOfWordsTitleCosineMaxMatch,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/lingboost,,"[TG_DOC, TG_DYNAMIC, TG_USER, TG_USER_SEARCH, TG_DOC_TEXT, TG_LINGBOOST, TG_TEXT_MACHINE, TG_NEURAL, TG_KNN, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED, TG_FORMULA_2245_DEP]",Фактор лингвистического бустинга. Тип расширений: XfDtShowKnn. Фактор: мешочный CosineMaxMatch по стриму Title.,"[""mihaild""]","[""mihaild"", ""gotmanov"", ""ilnurkh""]",Linguistic Boosting Factor. Extension type: XfDtShowKnn. Factor: Bag CosineMaxMatch by Stream Title.,True,,,,,,True,True,,,True,,True,,,,,,True,,,,,,,,,,,THES-223,,,,"{Name: ""KnnExpansions""}",True,,,,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,True,True,,,,,,
1589,FI_REGIONALITY5_LOCALIZATION_PROBABILITY,Regionality5LocalizationProbability,https://wiki.yandex-team.ru/JandeksPoisk/KachestvoPoiska/geo/Regionality5/,,"[TG_DYNAMIC, TG_L2, TG_LOCALIZED_COUNTRY, TG_NEURAL, TG_QUERY_ONLY, TG_USER, TG_USER_SEARCH, TG_DEPRECATED]","Предсказание вероятности того, что запрос локализуем в соответствии с правилом Regionality5.","[""volverine"", ""mbusel""]","[""volverine"", ""mbusel""]",Predicting the probability that the query is localizable according to the Regionality5 rule.,,,,True,,,,True,,,,,True,,,,,,True,,,True,,,True,,,,,BUKI-2544,,,,"{Name: ""DssmRandomLog"", IsIndirectDependency: true}",True,,,,,,,,,,"[{Feature: [""Regionality5LocalizationProbability""], Slice: ""begemot_query_factors""}]",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1590,FI_REMOVED_1590,Removed_1590,,,"[TG_REMOVED, TG_REUSABLE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1591,FI_REMOVED_1591,Removed_1591,,,"[TG_REMOVED, TG_REUSABLE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1592,FI_REMOVED_1592,Removed_1592,,,"[TG_REMOVED, TG_REUSABLE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1593,FI_REMOVED_1593,Removed_1593,,,"[TG_REMOVED, TG_REUSABLE]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,
1594,FI_DOCUMENT_HAS_FIO_FROM_ORIGINAL_REQUEST,DocumentHasFioFromOriginalRequest,,,"[TG_UNIMPLEMENTED, TG_UNUSED, TG_DYNAMIC, TG_DOC, TG_URL_TEXT, TG_TEXT_MACHINE]",Document has Fio from original request,"[""anrodigina""]","[""hommforever"", ""anrodigina""]",Document has Fio from original request,True,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,SEARCHSPEC-92,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,FI_PAGE_QUALITY_EXPERIMENT_1,PageQualityExperiment1,,,"[TG_DOC, TG_UNIMPLEMENTED, TG_UNUSED]",Фактор для экспериментов Page Quality 1,"[""anrodigina""]","[""hommforever"", ""anrodigina""]",Factor for experiments Page Quality 1,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,SEARCHSPEC-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,FI_DSSM_LOG_DT_BIGRAMS_AM_HARD_QUERIES_NO_CLICKS_MIXED,DssmLogDtBigramsAMHardQueriesNoClicksMixed,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/relevance/dssm/,,"[TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_URL_TEXT, TG_DOC_TEXT, TG_NEURAL, TG_UNSUPPORTED, TG_DEPRECATED]",DSSM model trained on clicks without miner (with no-clicks and am_hard negatives 50/50 and then on am_hard negatives only). Takes bigrams into account.,"[""bobrosoft""]","[""bobrosoft""]",DSSM model trained on clicks without miner (with no-clicks and am_hard negatives 50/50 and then on am_hard negatives only). Takes bigrams into account.,True,,,,,,True,True,,,,,True,,,,,,True,,,,,,,,,,,FACTOR-1532,,,,"{Name: ""DssmLogDtBigramsAMHardQueriesNoClicksMixed""}",True,,,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1597,FI_DSSM_BOOSTING_XF_ONE_SE_AM_SS_HARD_KMEANS_1_SCORE,DssmBoostingXfOneSeAmSsHardKMeans1Score,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/relevance/dssm,,"[TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_NEURAL, TG_L2, TG_UNSUPPORTED, TG_NN_OVER_FEATURES_USE]",Dssm Boosting Score aggregation for XfOneSeAmSsHard model over 1-means centroids.,"[""crossby"", ""plato""]","[""crossby"", ""plato""]",Dssm Boosting Score aggregation for XfOneSeAmSsHard model over 1-means centroids.,True,,,True,,,,True,,,True,,,,,,,,True,,,,,,,,,,,FACTOR-1601,,,,"{Name: ""BoostingXfOneSeAmSsHardDssmModel""}",True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1598,FI_DSSM_BOOSTING_XF_ONE_SE_AM_SS_HARD_KMEANS_1_SCORE_AVG_CLUSTER_TOP_3_WEIGHTED,DssmBoostingXfOneSeAmSsHardKMeans1ScoreAvgClusterTop3Weighted,https://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/relevance/dssm,,"[TG_DYNAMIC, TG_DOC, TG_USER, TG_USER_SEARCH, TG_NEURAL, TG_L2, TG_UNSUPPORTED, TG_NN_OVER_FEATURES_USE]",Dssm Boosting ScoreAvgClusterTop3Weighted aggregation for XfOneSeAmSsHard model over 1-means centroids.,"[""crossby"", ""plato""]","[""crossby"", ""plato""]",Dssm Boosting ScoreAvgClusterTop3Weighted aggregation for XfOneSeAmSsHard model over 1-means centroids.,True,,,True,,,,True,,,True,,,,,,,,True,,,,,,,,,,,FACTOR-1601,,,,"{Name: ""BoostingXfOneSeAmSsHardDssmModel""}",True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,
1599,FI_PAGE_QUALITY_EXPERIMENT_2,PageQualityExperiment2,,,"[TG_DOC, TG_UNIMPLEMENTED, TG_UNUSED]",Фактор для экспериментов Page Quality 2,"[""anrodigina""]","[""hommforever"", ""anrodigina""]",Factor for experiments Page Quality 2,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,SEARCHSPEC-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1600,FI_YELLOWNESS_IMG_MAX,YellownessImgMax,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Average by url maximum yellowness of teaser image,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Average by url maximum yellowness of teaser image,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,FI_YELLOWNESS_IMG_AVG,YellownessImgAvg,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Average by url average yellowness of teaser image,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Average by url average yellowness of teaser image,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,FI_YELLOW_IMG_SHARE,YellowImgShare,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Ratio of yellow images in teasers on host,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Ratio of yellow images in teasers on host,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1603,FI_YELLOW_IMG_COUNT,YellowImgCount,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Average yellow images count on host,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Average yellow images count on host,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,FI_TEASERS_COUNT,TeasersCount,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Average teasers count on host,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Average teasers count on host,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,FI_TEASERS_AREA,TeasersArea,http://wiki.yandex-team.ru/jandekspoisk/kachestvopoiska/factordev/web/factors/cunningbothostfactors/,,"[TG_STATIC, TG_HOST, TG_L2, TG_NN_OVER_FEATURES_USE, TG_DEPRECATED]",Average teasers area on host,"[""ashagarov"", ""avatar""]","[""ashagarov"", ""avatar""]",Average teasers area on host,,,True,True,,,,,,,True,,True,,,,True,,,,,,,,,,,,,"FACTOR-1656"",",2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
